converged,fail_reason,Airspeed,Thrust_cruise,Power_out_max,Mass,TOGW_Max,TOGW_Design,Weight,CL,CD,L_over_D,Lift_total,Drag_total,Wing_span,Wing_chord,Wing_AR,Struct_defined_AoA,Hstab_AoA,Hstab_span,Hstab_chord,cg_le_dist,Boom_length,Wing_mass,Fuselage_mass,Solar_cells_num,Solar_cell_mass,Battery_capacity_Wh,Battery_mass,Battery_packs,Wire_mass,Avionics_mass,Motor_num,Motor_RPM,Motor_kV,Propeller_diameter,Propeller_mass,Motors_mass,ESCs_mass,airfoil,min_radius_m,max_curv_1_per_m
True,,11.147103491864472,2.168390570829339,400.5685195657332,4.867773863460959,7,4.867773853471387,47.7528615025543,0.5704418450292379,0.02590296549785778,22.022260156908075,47.75286149266121,2.1683905808224595,3.507329794281621,0.4811157793953558,9.035361984795111,4.227989760329548,4.650747865857611e-08,0.29999999503897395,0.14999999802244032,0.06013913358252587,0.999999980115857,0.6780364245239989,0.2,53.95892006535596,0.8093838009803394,505.35414358590765,2.2164655420434545,4.552740032305475,0.024577251727827782,0.261,2.0,3839.3354868402325,172.94303994775822,0.6020466438432656,0.11486243843512325,0.1082757526328931,0.0190670615313289,ag12,1.2492626278964716,
True,,11.034447192647562,2.2034164675554275,401.8222478205801,4.931992986090863,7,4.931992976101373,48.38285109555447,0.5520804022143302,0.025142442577782777,21.958105323552704,48.382851085659574,2.203416477548414,3.524111924433705,0.5142325694725411,8.538084134317568,3.9338240906832374,4.60695287063652e-08,0.2999999950400294,0.14999999802250216,0.06427868341309927,0.999999980113151,0.7236773958837093,0.2,54.21710668308202,0.8132566002462303,507.7784484029152,2.227098457907523,4.574580616242479,0.02486086879974477,0.261,2.0,3789.7050023575393,170.7074325386279,0.6099311273575583,0.11728042292605707,0.1085537332608194,0.019126738996259614,ag13,1.3116071519782542,
True,,10.88099964591061,2.2659714009917837,404.8308036427768,5.036867036318447,7,5.036867026329044,49.41166552828792,0.530950090289189,0.024348859983420672,21.80595274894665,49.411665518395715,2.2659714109846716,3.5637921787241393,0.5586901143680582,7.995248705230195,3.641078676832146,4.5509438684639435e-08,0.2999999950413895,0.14999999802339078,0.0698358057210756,0.9999999801177675,0.7863849591766334,0.2,54.827572133710305,0.8224135820056545,513.5105592509943,2.2522392949605017,4.626221254513463,0.02554227075584032,0.261,2.0,3712.6023502735297,167.23434010241127,0.6225980663590899,0.12120600479124173,0.10922016606099706,0.019269946253396175,ag14,1.4485184457034916,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ag16,1.1248003538841571,
True,,11.25416993990942,2.112039981190265,399.9999960217033,4.800752306839896,7,4.800752296851687,47.09538003211505,0.5806055026166237,0.026037841504802123,22.2985266466709,47.09538002223062,2.112039991183086,3.4581087730610514,0.4623877640720732,9.238747313919557,4.055796389589452,4.5887648386257176e-08,0.2999999950407577,0.14999999802402667,0.05779815789594816,0.9999999801310129,0.6558815119158337,0.2,53.20167358510525,0.7980251037765786,498.24379786955933,2.1852798152173656,4.488682863689724,0.023915017427677522,0.261,2.0,3821.993679282818,172.161877445172,0.6047783534990692,0.11569667302693985,0.10814964633266438,0.019039999810633076,ag17,1.2120766415212394,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ag18,1.3136161452849562,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ag19,1.39530137839226,
True,,11.236269078197585,2.032818120142307,399.99999683530814,4.592565718610513,7,4.592565709061879,45.053069605897036,0.7207081182910637,0.0325187282953721,22.162862943002335,45.0530696003251,2.0328181298684647,3.354384589158601,0.35999999017552037,11.2435856868458,5.025854677109768,-1.1853790809974992e-07,0.29999999655997633,0.1499999989192002,0.044999811146894296,0.9999999850151821,0.5469166503544053,0.2,51.60591689315059,0.7740887533972589,483.26006165052576,2.119561673905815,4.353694249103835,0.022607739914242662,0.261,2.0,3898.0874853872733,175.5895263687961,0.5929725931255926,0.11210430299961407,0.10814964651315603,0.019039999849360667,ag24,0.8765269812788388,
True,,11.125185216358783,2.057824349196239,399.9999960600543,4.635130287001001,7,4.635130277034252,45.47062801770601,0.6801671791324383,0.03078172989569167,22.096457263359884,45.4706280080321,2.05782435917594,3.361073191147162,0.3956792463555616,10.347593403272342,4.4750116616558335,3.5846336676222874e-08,0.2999999951161663,0.1499999980684509,0.049459678147579046,0.9999999803694432,0.5814516393806237,0.2,51.708818477949016,0.7756322771692352,484.22629549230226,2.1237995416329047,4.36239905848921,0.022690977803136517,0.261,2.0,3858.118335064192,173.78911419208072,0.5991156423153241,0.11396826668542583,0.10814964634117213,0.019039999812458585,ag25,0.9416189295757024,
True,,11.003426210689504,2.1019319855805834,399.9999964219558,4.714957825110995,7,4.714957815339447,46.253736168479975,0.6392362663468579,0.02904913791637006,22.005343779466486,46.25373616072045,2.1019319954401485,3.3882716482049164,0.4383909425995832,9.50396309873335,4.029340350071047,-6.136708324371793e-08,0.2999999958213184,0.14999999847608392,0.054798587298420166,0.999999982538414,0.6333196189613127,0.2,52.12725627165716,0.7819088440748574,488.15530116906785,2.14103202267135,4.397795506027638,0.023030963182629906,0.261,2.0,3798.2738125086394,171.09341497786664,0.608555138080966,0.11685486095056626,0.10814964642145715,0.019039999829685097,ag26,0.9761095305171971,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ag27,0.9954587473358832,
True,,11.109039179741957,2.1305445087902637,400.00059292446997,4.749809039312216,7,4.749809353438448,46.59562975723118,0.7420036390927113,0.0339274635736391,21.870295062942223,46.59563292691742,2.130544320175664,3.4480261524437945,0.36000010429187884,11.554991464191696,3.8155577376469947,-0.00012099575246968757,0.3000011422914481,0.15000066758390684,0.04499982541210672,1.0000035813982704,0.6125120278628384,0.2,53.04654417911561,0.7956981626867341,496.7713515905815,2.1788217175025504,4.475417581897131,0.02378642914863726,0.261,2.0,3785.4353201120516,170.5151045095519,0.6106190831368085,0.11748961720097781,0.10814977875072875,0.01904002822320477,ag35,0.695460916824786,
True,,11.193965118689162,2.1035443462791847,399.9999960217065,4.717905580419381,7,4.717905570431158,46.28265364592966,0.716403974076609,0.032560525771280074,22.002223769633083,46.28265363604522,2.1035443562719953,3.433742746465134,0.3670069758089482,11.310185449123376,3.811198825140977,4.5868300287433895e-08,0.29999999504113156,0.1499999980237801,0.045869801956185924,0.9999999801199531,0.5955845392105946,0.2,52.82681163747837,0.7924021745621755,494.72394195367207,2.1698418506740005,4.456972450033081,0.02360476223116511,0.261,2.0,3823.6904390533114,172.23830806546448,0.6045099835573495,0.11561453946375475,0.108149646332665,0.01903999981063323,ag36,0.7519325470620161,
True,,11.183539213352066,2.143074867714239,399.99999604423397,4.805346047223951,7,4.805346037248406,47.140444625406865,0.6865455792538284,0.03121138536750246,21.996639084424142,47.14044461564668,2.143074877699244,3.4809425588151006,0.3876105086473982,10.915987213187558,3.7143446647783303,4.171766389510199e-08,0.2999999950858213,0.14999999805029965,0.04845007877516854,0.9999999802717454,0.6377009112239149,0.2,53.55296259621785,0.8032944389432678,501.54230931692945,2.1997469706882873,4.518399183035401,0.024207522725645303,0.261,2.0,3786.9487748941283,170.58327814838415,0.610375049106687,0.11741449778466773,0.10814964633766261,0.019039999811705535,ag37,0.8565811045654053,
True,,11.250908083552812,2.186704729360592,411.9538333973171,4.963220423821398,7,4.963220415270585,48.68919227380444,0.6296607423485183,0.02827900945668871,22.266011237518345,48.68919227865119,2.1867047384135714,3.554474238009463,0.42615598404353583,10.22892836638294,3.415659741616245,-3.948048977552715e-07,0.3000000003021703,0.15000000107886166,0.053269233179644174,0.9999999961021093,0.7232541034855394,0.2,54.6842191291616,0.8202632869374239,512.164512527565,2.2463355812612495,4.61409470745554,0.02579865467205586,0.261,2.0,3828.0662792669,172.4354179849955,0.6038189717245888,0.11541949731809206,0.11079447865885468,0.019609002469712294,ag38,0.9390446941603319,
True,,11.210506372255258,2.1570326836007556,399.9999960201997,4.821937917047797,7,4.821937907052113,47.303210868181225,0.6447177992771453,0.029399217229206995,21.929760722902614,47.30321084085451,2.157032693542015,3.504797403776783,0.4116173596171794,10.412326054576857,5.181227253234684,4.6334137369865874e-08,0.29999999504043856,0.14999999802385502,0.05145192320555591,0.9999999801307157,0.6319735038132963,0.2,53.919960211511565,0.8087994031726734,505.0029204453973,2.214925089672795,4.549575859868444,0.02451492638533207,0.261,2.0,3781.811059522207,170.35184952802734,0.6112042637932688,0.11766982014675745,0.10814964633233073,0.019039999810561505,ag44ct02r,1.0463302272148587,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ag455ct02r,1.106423686021088,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ag45c03,0.9638499737285846,
True,,11.108773434243638,2.1984196673215224,399.99999652807816,4.8739415353479965,7,4.873941525536235,47.81336636551047,0.6257502023787955,0.02877148510398019,21.748971251130534,47.813366357383764,2.1984196772018985,3.5337901960448863,0.43513417010272676,9.981586844111288,5.193474319618523,-1.1475680415938963e-08,0.2999999956860651,0.14999999839732434,0.054391494958588096,0.9999999820915645,0.6561922589875963,0.2,54.366003161952435,0.8154900474292864,509.176547514135,2.233230471553224,4.587176103730946,0.02489104043407092,0.261,2.0,3759.722637661116,169.35687557032054,0.6147950971932458,0.11877786700882179,0.10814964644499951,0.019039999834736518,ag45ct02r,1.0298042239800271,
True,,11.154486324337608,2.2793553481960913,419.5638482723773,5.0938436982651405,7,5.093843689371195,49.97060659273143,0.5551977156727579,0.025324745363807816,21.923131217982704,49.970606594059575,2.2793553574623777,3.6477853318922207,0.4978990063575915,9.108064227261986,5.779519652729762,-2.774695203773191e-07,0.2999999991450951,0.1500000003853828,0.062235717991958164,0.9999999922894934,0.7592238411957319,0.2,56.11977443501117,0.8417966165251676,525.6440023650205,2.305456150723774,4.735531552838022,0.027492786578900016,0.261,2.0,3739.9760629027232,168.46739022084338,0.6180411333024708,0.11981065437235856,0.11247103522511918,0.01997123917776516,ag46c03,1.1717893126005439,
True,,11.174495626855027,2.272146140714381,419.7259200875037,5.087264333982963,7,5.0872643239930255,49.90606301837158,0.5581688900086177,0.02541256950408049,21.964283852484602,49.90606300847486,2.272146150707731,3.643657117104449,0.49314782441620764,9.176244239455963,4.6479673219273785,4.704146045015462e-08,0.29999999503755465,0.14999999802164674,0.061643198930513204,0.999999980111797,0.7567745967721057,0.2,56.05626349340912,0.8408439524011367,525.047651393785,2.302840576288531,4.730159021565631,0.027444184216212482,0.261,2.0,3747.933549680952,168.82583557121407,0.6167289291020857,0.11940413910990312,0.11250668145957339,0.019978953796165176,ag46ct02r,1.1968258564129832,
True,,11.486191729842677,2.4098140099350718,468.4620616220308,5.532153775927648,7,5.532153769225739,54.270428476104506,0.4526713243341288,0.020100333330400975,22.520587937190125,54.27042849992318,2.4098140177904455,3.8969058236691856,0.5929001684223497,8.274094566967133,5.041682039206442,-6.771534675522463e-07,0.30000000668383886,0.1500000048862943,0.074112003999471,1.0000000166454903,0.936445137808955,0.2,59.95239727066466,0.8992859590599699,561.6313396311061,2.4632953492592375,5.059741798478433,0.03417601494886059,0.261,2.0,3660.8257836193497,164.90206232519594,0.6314037272091219,0.12405479427694888,0.12311848143862929,0.022298794133208663,ag47c03,1.3686667870729181,
True,,11.474467948684817,2.443932800501617,474.89831884366527,5.6141048632199535,7,5.614104859576333,55.07436867244383,0.44982667117810293,0.019961121375884208,22.53514032140277,55.07436872761951,2.44393280636964,3.9384585058678763,0.6010276372125154,8.254345620980873,3.8552634651616,-1.3456854917901639e-06,0.3000000175431164,0.15000001127850185,0.07512792320121953,1.0000000506267652,0.9753419231654884,0.2,60.59166914824211,0.9088750372236316,567.494510407741,2.4890110105602674,5.1125631568264955,0.0352734237469535,0.261,2.0,3629.929968951722,163.51035896178928,0.6367778618902756,0.12575829602997732,0.12450468759810601,0.022605159976958465,ag47ct02r,1.5598772862583326,
True,,11.799640451890943,2.0730933204627924,430.9608961630884,4.966344576536368,7,4.966344566546792,48.719840197824034,0.5732647969264978,0.024393171703961047,23.50103561290511,48.719840187930885,2.073093330456356,3.5332153503154946,0.4285851004983945,10.115749705348819,3.6307361947792276,4.7400824137749215e-08,0.29999999503404656,0.14999999802067374,0.053572869654544386,0.9999999801158167,0.7425111627478352,0.2,54.35715938898433,0.8153573908347649,509.09350781696065,2.232866262355091,4.586427998350997,0.0265133772768529,0.261,2.0,3976.1303575252264,179.1049710596949,0.5813338187129211,0.1086444498073671,0.11497175294123639,0.020513738657363008,ah21,1.2316639081302077,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ah63k127,0.3758210035395994,
True,,9.63802515858682,2.4324036087248984,399.99999610284414,4.832710539207892,7,4.832710529263731,47.4088902920772,0.843010061053122,0.043252240473688794,19.49055243891798,47.40889028262525,2.4324036186866116,3.4375764728589644,0.43783717261870847,9.649992000211144,2.2748129989885784,-4.999999944442258,0.29999999527132104,0.14999999816302823,0.054735434209932,0.9999999806205105,0.6811865947070216,0.2,52.88579204200536,0.7932868806300805,495.2777518428255,2.1722708414159015,4.461961728313743,0.023653448884144366,0.261,2.0,3373.3406274269596,151.9522805147279,0.6852136501268756,0.1412825415204196,0.10814964635066475,0.01903999981449538,ah6407,0.7356776957865018,
True,,8.834976594325525,2.906166237870825,399.99999602267053,5.299292372005189,7,5.299292362017691,51.98605807139355,0.8852535795656958,0.04948815451035444,17.888191392962,51.986058061516545,2.906166247861712,3.72567283622119,0.5082548787673143,9.119329383920538,1.498814898074241,-5.000000035223467,0.29999999507532954,0.14999999804227374,0.06353148114797845,0.9999999801389229,0.8790371004786098,0.2,57.31804378757492,0.8597706568136237,536.8954415050084,2.354804568004423,4.83689586941449,0.027449353141325548,0.261,2.0,3329.9999671000587,149.99999851802067,0.6941318520352581,0.14423612524831267,0.10814964633287887,0.019039999810679116,ah7476,0.6949102107664762,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ah79100a,0.6139410560560042,
True,,9.552244233688397,2.6455917961253075,399.9999960220942,5.044242320096802,7,5.044242310108937,49.484017062168675,1.0067807995551696,0.05382608754347357,18.704328059178103,49.48401705228777,2.645591806117101,3.6511231182580937,0.3599999900019955,12.232145233863005,2.1314368827435586,2.6455136141087133e-08,0.2999999950569842,0.14999999802965447,0.04499981112521525,0.9999999801348288,0.6927874019670939,0.2,56.17112504971632,0.8425668757457448,526.1261717654409,2.3075709287957933,4.739875421310278,0.026441157381121884,0.261,2.0,3329.9999678383588,149.99999855127743,0.6941318518813608,0.1442361251971455,0.10814964633275102,0.019039999810651683,ah79100b,0.427902190142837,
True,,9.101128617800388,2.9546494077529566,399.9999963026049,5.347551308616917,7,5.3475512987850315,52.459478241081165,1.1121615803226885,0.06263973025123179,17.75489095917392,52.45947823273035,2.954649417636926,3.858729691982466,0.3599999900513296,12.931511429160864,4.364482226885019,-6.170645910164566e-07,0.2999999958537118,0.1499999984302408,0.044999811131381955,0.999999981867942,0.8044557613242167,0.2,59.365072332752135,0.890476084991282,556.1165102440402,2.4391075010703522,5.010058650847209,0.02929370916436366,0.261,2.0,3329.999971477628,149.99999871520848,0.6941318511227624,0.1442361249454128,0.10814964639498005,0.019039999824003995,ah79100c,0.4672116514815816,
True,,9.95333789058612,3.0135998299451416,443.1832708942096,5.984458114440746,7,5.984458104450994,58.707534004664254,0.9577905971326915,0.0491657099831649,19.480865779435586,58.70753399476876,3.0135998399384114,4.191193204549016,0.35999999000284366,14.049800263832857,7.000000069886723,4.330925053117702e-08,0.2999999950443866,0.14999999802384686,0.04499981112532126,0.9999999801138777,1.109905147508462,0.2,64.4798956080869,0.9671984341213036,604.1433863832311,2.6497516946632946,5.44273321065974,0.037312532954183415,0.261,2.0,3329.999967059658,149.9999985162008,0.6941318520436794,0.1443102688704858,0.11764041010674854,0.021095523694564376,ah79k132,0.38846081226880547,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ah79k135,0.40737789402520874,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ah79k143,0.38095731044349584,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ah80129,0.3911433054837658,
True,,9.9912578125223,3.664145864184138,521.755162980629,7.00000007999309,7,7.000000069994618,68.67000068664721,0.8604640421159157,0.04591329166642561,18.74106627700439,68.67000067666936,3.6641458741826574,5.4167051702212285,0.35999999000098437,18.154231258907554,7.000000069989141,4.9489680338288434e-08,0.2999999950088777,0.14999999800434452,0.04499981112508886,0.9999999800169648,1.3256425828561165,0.2,76.48804757588684,1.1473207136383026,716.8968716961286,3.1442845249830205,6.458530375640799,0.06972079960930601,0.261,2.0,3329.999966761544,149.99999850277226,0.6941318521058208,0.14444785367195442,0.1344981643075155,0.02483554575787794,ah80136,0.2940774100894054,
True,,9.655697198865411,3.7901235655332375,500.0771874200783,6.9198104220533665,7,6.919810412061159,67.88334014231998,0.9886475311863071,0.05519905632999378,17.910587552003147,67.88334013239944,3.790123575527664,4.989643835217216,0.3599999900090775,16.72393376093256,7.000000069847283,4.729683894529794e-08,0.29999999503752994,0.1499999980194208,0.044999811126100485,0.9999999800865962,1.2716676316714508,0.2,76.7637514645306,1.1514562719679589,719.4856603861745,3.155638861342871,6.481852796271842,0.05750906514206639,0.261,2.0,3329.9999668038913,149.99999850467978,0.6941318520969935,0.14440954486156457,0.12989570107684556,0.023803674121195727,ah80140,0.2671588445725736,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ah81131,0.37321111802498924,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Infeasible_Problem_Detected'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ah81k144,0.32948224540440985,
False,"Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1340: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Restoration_Failed'",,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,,,,,,,ah81k144wfklappe,2.8159498559408163,
